employee_id,pay_date,def_amount,roth_amount,loan_amount
EMP01264,2025-01-24,135.54,362.07,45.13
EMP01265,2025-01-03,170.14,132.12,0.0
EMP01266,2025-01-10,103.63,220.14,0.0
EMP01266,2025-01-17,750.37,162.76,0.0
EMP01267,2025-01-24,299.79,23.67,0.0
EMP01267,2025-02-21,629.14,114.9,0.0
EMP01268,2025-01-24,474.61,289.25,0.0
EMP01269,2025-01-17,392.52,335.04,0.0
EMP01270,2025-02-14,651.57,74.52,0.0
EMP01271,2025-01-03,749.92,134.02,0.0
EMP01271,2025-01-31,308.87,241.11,0.0
EMP01271,2025-02-21,418.04,256.52,0.0
EMP01272,2025-01-17,666.17,132.27,0.0
EMP01272,2025-02-14,611.78,259.31,0.0
EMP01272,2025-02-21,452.95,109.13,0.0
EMP01273,2025-01-03,572.08,77.26,0.0
EMP01273,2025-01-17,335.98,118.01,0.0
EMP01273,2025-02-07,527.67,255.49,0.0
EMP01274,2025-02-07,229.35,56.24,0.0
EMP01274,2025-02-14,160.72,267.7,0.0
EMP01275,2025-01-03,627.63,381.61,0.0
EMP01275,2025-01-24,282.55,94.21,0.0
EMP01276,2025-01-03,557.58,277.11,0.0
EMP01276,2025-01-31,143.49,47.29,0.0
EMP01277,2025-01-17,580.25,369.24,0.0
EMP01277,2025-02-14,721.46,307.94,0.0
EMP01278,2025-01-10,530.24,87.65,0.0
EMP01278,2025-01-17,623.41,242.3,0.0
EMP01278,2025-01-31,193.5,61.27,0.0
EMP01279,2025-02-21,677.92,304.74,0.0
EMP01279,2025-02-28,630.15,320.8,0.0
EMP01280,2025-01-10,592.64,31.24,0.0
EMP01280,2025-01-31,483.35,202.19,0.0
EMP01280,2025-02-21,494.92,24.7,0.0
EMP01281,2025-01-10,508.2,36.38,0.0
EMP01281,2025-01-17,181.37,82.16,0.0
EMP01281,2025-02-28,329.68,208.14,0.0
EMP01282,2025-01-03,494.74,223.52,0.0
EMP01282,2025-01-24,570.94,123.27,0.0
EMP01282,2025-02-21,192.36,166.17,0.0
EMP01283,2025-02-14,278.12,1.21,0.0
EMP01284,2025-01-10,131.7,137.81,0.0
EMP01285,2025-02-28,795.89,373.83,0.0
EMP01286,2025-02-21,122.21,163.55,0.0
EMP01287,2025-02-14,362.12,356.53,0.0
EMP01288,2025-02-14,156.17,385.66,0.0
EMP01288,2025-02-28,712.19,53.2,0.0
EMP01289,2025-01-10,794.99,157.22,0.0
EMP01289,2025-01-17,189.14,391.49,0.0
EMP01290,2025-01-03,784.94,185.2,0.0
EMP01291,2025-01-31,231.94,350.08,0.0
EMP01291,2025-02-14,422.44,62.05,0.0
EMP01291,2025-02-28,365.49,91.87,0.0
EMP01292,2025-01-03,666.63,167.7,0.0
EMP01293,2025-01-24,244.26,40.36,0.0
EMP01294,2025-02-21,518.45,281.31,0.0
EMP01295,2025-01-24,618.38,160.91,0.0
EMP01296,2025-02-28,252.09,345.49,0.0
EMP01297,2025-01-17,452.73,115.71,0.0
EMP01298,2025-01-10,310.35,24.38,0.0
EMP01298,2025-02-07,311.24,57.3,0.0
EMP01298,2025-02-28,562.15,88.42,0.0
EMP01299,2025-01-17,446.93,388.92,0.0
EMP01299,2025-01-31,650.06,127.49,0.0
EMP01299,2025-02-14,759.11,268.54,0.0
EMP01300,2025-01-17,476.55,96.39,0.0
EMP01300,2025-02-14,309.92,73.55,0.0
EMP01301,2025-01-31,700.28,57.74,0.0
EMP01302,2025-01-03,777.45,222.91,0.0
EMP01302,2025-02-14,193.86,97.14,0.0
EMP01303,2025-02-07,552.69,368.89,0.0
EMP01304,2025-01-10,136.08,150.87,0.0
EMP01304,2025-01-24,523.48,15.82,0.0
EMP01305,2025-01-24,663.26,235.03,0.0
EMP01306,2025-01-24,312.23,363.6,0.0
EMP01306,2025-02-21,248.27,76.01,0.0
EMP01306,2025-02-28,246.22,362.81,0.0
EMP01307,2025-01-10,586.94,281.51,0.0
EMP01307,2025-02-21,377.64,95.73,0.0
EMP01307,2025-02-28,325.13,113.22,0.0
EMP01308,2025-02-07,426.2,321.13,144.48
EMP01308,2025-02-28,315.9,143.86,176.56
EMP01309,2025-01-24,319.05,18.29,0.0
EMP01309,2025-02-07,704.86,296.5,0.0
EMP01310,2025-01-31,487.32,233.61,0.0
EMP01311,2025-01-10,485.45,377.39,0.0
EMP01311,2025-01-31,498.85,98.29,0.0
EMP01311,2025-02-14,237.33,92.01,0.0
EMP01312,2025-01-31,776.56,256.68,0.0
EMP01312,2025-02-21,443.42,67.29,0.0
EMP01313,2025-01-17,604.22,195.33,0.0
EMP01313,2025-02-28,741.83,216.85,0.0
EMP01314,2025-01-03,692.69,378.08,133.64
EMP01314,2025-02-14,262.0,282.87,1.83
EMP01314,2025-02-28,635.04,164.96,168.51
EMP01315,2025-01-03,441.5,2.64,0.0
EMP01315,2025-02-07,531.56,193.28,0.0
EMP01315,2025-02-21,532.48,266.7,0.0
EMP01316,2025-01-03,784.24,6.86,0.0
EMP01316,2025-02-14,470.59,109.9,0.0
EMP01316,2025-02-21,669.21,269.61,0.0
EMP01317,2025-01-10,742.63,209.75,0.0
EMP01318,2025-01-24,533.85,100.97,0.0
EMP01319,2025-01-31,155.31,383.72,0.0
EMP01319,2025-02-14,421.3,97.28,0.0
EMP01320,2025-01-24,679.64,32.25,0.0
EMP01320,2025-01-31,794.17,259.96,0.0
EMP01320,2025-02-07,122.18,162.11,0.0
EMP01321,2025-02-21,219.97,199.94,0.0
EMP01321,2025-02-28,139.28,3.78,0.0
EMP01322,2025-01-10,260.84,360.51,0.0
EMP01322,2025-02-07,726.35,367.66,0.0
EMP01323,2025-01-03,560.68,71.74,0.0
EMP01323,2025-01-31,296.26,217.21,0.0
EMP01323,2025-02-21,746.91,273.77,0.0
EMP01324,2025-01-03,510.93,300.9,0.0
EMP01324,2025-01-24,598.9,159.32,0.0
EMP01325,2025-01-31,213.72,96.19,0.0
EMP01326,2025-02-07,653.35,275.72,0.0
EMP01326,2025-02-28,368.69,295.9,0.0
EMP01327,2025-02-28,621.82,138.34,0.0
EMP01328,2025-02-14,262.5,30.41,0.0
EMP01329,2025-01-03,487.13,150.17,0.0
EMP01329,2025-02-07,415.39,91.26,0.0
EMP01329,2025-02-14,543.89,313.42,0.0
EMP01330,2025-02-14,159.99,247.45,0.0
EMP01331,2025-01-10,157.43,61.69,0.0
EMP01332,2025-01-17,352.49,36.61,0.0
EMP01332,2025-02-14,760.07,177.89,0.0
EMP01332,2025-02-28,632.94,40.89,0.0
EMP01333,2025-01-17,401.69,222.79,0.0
EMP01334,2025-01-03,704.6,4.94,0.0
EMP01334,2025-01-10,517.85,313.78,0.0
EMP01334,2025-02-14,162.73,221.69,0.0
EMP01335,2025-01-10,794.91,97.1,0.0
EMP01335,2025-02-14,607.39,223.81,0.0
EMP01336,2025-01-10,404.27,168.44,0.0
EMP01336,2025-01-17,197.19,120.45,0.0
EMP01336,2025-02-14,445.19,25.31,0.0
EMP01337,2025-01-10,276.19,98.64,0.0
EMP01337,2025-02-07,537.52,237.52,0.0
EMP01338,2025-02-21,174.88,121.86,0.0
EMP01339,2025-02-07,662.85,131.82,0.0
EMP01339,2025-02-14,334.32,326.19,0.0
EMP01340,2025-01-17,522.25,278.12,0.0
EMP01340,2025-01-31,435.31,71.05,0.0
EMP01340,2025-02-28,378.77,127.66,0.0
EMP01341,2025-01-17,494.7,236.89,0.0
EMP01341,2025-01-24,375.05,45.56,0.0
EMP01341,2025-02-21,363.24,326.6,0.0
EMP01342,2025-01-03,406.92,116.53,0.0
EMP01342,2025-01-17,423.14,283.35,0.0
EMP01342,2025-02-07,584.98,327.59,0.0
EMP01343,2025-01-17,561.06,286.09,0.0
EMP01343,2025-02-21,543.34,96.81,0.0
EMP01344,2025-01-10,793.49,191.69,0.0
EMP01344,2025-02-21,380.56,202.65,0.0
EMP01345,2025-01-03,668.61,237.53,0.0
EMP01345,2025-02-14,777.9,280.65,0.0
EMP01345,2025-02-28,740.08,43.75,0.0
EMP01346,2025-02-07,216.44,245.07,0.0
EMP01347,2025-02-07,281.12,204.27,0.0
EMP01347,2025-02-14,401.32,4.22,0.0
EMP01347,2025-02-28,463.16,232.21,0.0
EMP01348,2025-01-17,341.48,9.83,0.0
EMP01348,2025-01-24,373.79,308.94,0.0
EMP01348,2025-02-21,512.01,200.19,0.0
EMP01349,2025-01-31,391.18,384.69,0.0
EMP01350,2025-01-17,343.83,137.23,0.0
EMP01351,2025-02-28,438.05,190.47,0.0
EMP01352,2025-02-07,597.55,9.03,0.0
EMP01352,2025-02-21,147.02,17.87,0.0
EMP01353,2025-01-10,750.95,296.2,0.0
EMP01353,2025-01-17,461.2,220.76,0.0
EMP01354,2025-02-14,383.53,73.78,0.0
EMP01354,2025-02-28,770.92,92.74,0.0
EMP01355,2025-01-03,103.12,85.92,0.0
EMP01355,2025-02-14,616.17,353.24,0.0
EMP01355,2025-02-28,414.7,171.82,0.0
EMP01356,2025-01-10,659.65,214.76,0.0
EMP01356,2025-02-28,356.06,78.83,0.0
EMP01357,2025-01-31,569.49,195.79,0.0
