employee_id,pay_date,def_amount,roth_amount,loan_amount,deferral_pre,deferral_roth
E1037,2025-02-26,158.58,7.93,0.0,158.58,7.93
E1037,2025-03-12,164.61,8.23,0.0,164.61,8.23
E1037,2025-03-26,192.86,9.64,0.0,192.86,9.64
E1037,2025-04-09,84.94,4.25,0.0,84.94,4.25
E1037,2025-04-23,128.1,6.41,0.0,128.1,6.41
E1037,2025-05-07,79.82,3.99,0.0,79.82,3.99
E1037,2025-05-21,217.78,10.89,0.0,217.78,10.89
E1037,2025-06-04,209.93,10.5,0.0,209.93,10.5
E1038,2025-01-01,47.1,2.35,0.0,47.1,2.35
E1038,2025-01-15,167.0,8.35,0.0,167.0,8.35
E1038,2025-01-29,206.54,10.33,0.0,206.54,10.33
E1038,2025-02-12,142.23,7.11,0.0,142.23,7.11
E1038,2025-02-26,204.79,10.24,0.0,204.79,10.24
E1038,2025-03-12,46.11,2.31,0.0,46.11,2.31
E1038,2025-03-26,165.54,8.28,0.0,165.54,8.28
E1038,2025-04-09,93.52,4.68,0.0,93.52,4.68
E1038,2025-04-23,206.39,10.32,0.0,206.39,10.32
E1038,2025-05-07,209.97,10.5,0.0,209.97,10.5
E1038,2025-05-21,125.36,6.27,0.0,125.36,6.27
E1038,2025-06-04,195.17,9.76,0.0,195.17,9.76
E1039,2025-01-01,192.02,9.6,0.0,192.02,9.6
E1039,2025-01-15,97.44,4.87,0.0,97.44,4.87
E1039,2025-01-29,189.2,9.46,0.0,189.2,9.46
E1039,2025-02-12,46.66,2.33,0.0,46.66,2.33
E1039,2025-02-26,147.33,7.37,0.0,147.33,7.37
E1039,2025-03-12,81.4,4.07,0.0,81.4,4.07
E1039,2025-03-26,61.7,3.09,0.0,61.7,3.09
E1039,2025-04-09,53.85,2.69,0.0,53.85,2.69
E1039,2025-04-23,165.33,8.27,0.0,165.33,8.27
E1039,2025-05-07,101.18,5.06,0.0,101.18,5.06
E1039,2025-05-21,170.46,8.52,0.0,170.46,8.52
E1039,2025-06-04,51.76,2.59,0.0,51.76,2.59
E1040,2025-01-01,96.75,4.84,0.0,96.75,4.84
E1040,2025-01-15,137.11,6.86,0.0,137.11,6.86
E1040,2025-01-29,97.38,4.87,0.0,97.38,4.87
E1040,2025-02-12,152.66,7.63,0.0,152.66,7.63
E1040,2025-02-26,199.48,9.97,0.0,199.48,9.97
E1040,2025-03-12,150.86,7.54,0.0,150.86,7.54
E1040,2025-03-26,81.93,4.1,0.0,81.93,4.1
E1040,2025-04-09,196.62,9.83,0.0,196.62,9.83
E1040,2025-04-23,43.83,2.19,0.0,43.83,2.19
E1040,2025-05-07,197.45,9.87,0.0,197.45,9.87
E1040,2025-05-21,135.21,6.76,0.0,135.21,6.76
E1040,2025-06-04,209.03,10.45,0.0,209.03,10.45
E1041,2025-01-01,183.78,9.19,0.0,183.78,9.19
E1041,2025-01-15,219.63,10.98,0.0,219.63,10.98
E1041,2025-01-29,103.13,5.16,0.0,103.13,5.16
E1041,2025-02-12,178.09,8.9,0.0,178.09,8.9
E1041,2025-02-26,112.35,5.62,0.0,112.35,5.62
E1041,2025-03-12,126.38,6.32,0.0,126.38,6.32
E1041,2025-03-26,152.95,7.65,0.0,152.95,7.65
E1041,2025-04-09,197.26,9.86,0.0,197.26,9.86
E1041,2025-04-23,217.14,10.86,0.0,217.14,10.86
E1041,2025-05-07,115.2,5.76,0.0,115.2,5.76
E1041,2025-05-21,115.84,5.79,0.0,115.84,5.79
E1041,2025-06-04,172.76,8.64,0.0,172.76,8.64
E1042,2025-01-01,82.98,4.15,0.0,82.98,4.15
E1042,2025-01-15,59.89,2.99,0.0,59.89,2.99
E1042,2025-01-29,103.83,5.19,0.0,103.83,5.19
E1042,2025-02-12,91.7,4.58,0.0,91.7,4.58
E1042,2025-02-26,82.05,4.1,0.0,82.05,4.1
E1042,2025-03-12,47.58,2.38,0.0,47.58,2.38
E1042,2025-03-26,43.22,2.16,0.0,43.22,2.16
E1042,2025-04-09,217.79,10.89,0.0,217.79,10.89
E1042,2025-04-23,117.0,5.85,0.0,117.0,5.85
E1042,2025-05-07,109.18,5.46,0.0,109.18,5.46
E1042,2025-05-21,162.34,8.12,0.0,162.34,8.12
E1042,2025-06-04,79.29,3.96,0.0,79.29,3.96
E1043,2025-01-01,210.99,10.55,0.0,210.99,10.55
E1043,2025-01-15,181.54,9.08,0.0,181.54,9.08
E1043,2025-01-29,56.09,2.8,0.0,56.09,2.8
E1043,2025-02-12,115.16,5.76,0.0,115.16,5.76
E1043,2025-02-26,198.24,9.91,0.0,198.24,9.91
E1043,2025-03-12,210.05,10.5,0.0,210.05,10.5
E1043,2025-03-26,124.13,6.21,0.0,124.13,6.21
E1043,2025-04-09,150.41,7.52,0.0,150.41,7.52
E1043,2025-04-23,70.07,3.5,0.0,70.07,3.5
E1043,2025-05-07,81.7,4.08,0.0,81.7,4.08
E1043,2025-05-21,209.69,10.48,0.0,209.69,10.48
E1043,2025-06-04,156.94,7.85,0.0,156.94,7.85
E1044,2025-01-01,132.28,6.61,0.0,132.28,6.61
E1044,2025-01-15,71.78,3.59,0.0,71.78,3.59
E1044,2025-01-29,79.69,3.98,0.0,79.69,3.98
E1044,2025-02-12,180.33,9.02,0.0,180.33,9.02
E1044,2025-02-26,50.41,2.52,0.0,50.41,2.52
E1044,2025-03-12,199.08,9.95,0.0,199.08,9.95
E1044,2025-03-26,207.0,10.35,0.0,207.0,10.35
E1044,2025-04-09,219.08,10.95,0.0,219.08,10.95
E1044,2025-04-23,71.3,3.56,0.0,71.3,3.56
E1044,2025-05-07,111.32,5.57,0.0,111.32,5.57
E1044,2025-05-21,176.48,8.82,0.0,176.48,8.82
E1044,2025-06-04,67.7,3.39,0.0,67.7,3.39
E1045,2025-01-01,186.85,9.34,0.0,186.85,9.34
E1045,2025-01-15,80.4,4.02,0.0,80.4,4.02
E1045,2025-01-29,80.29,4.01,0.0,80.29,4.01
E1045,2025-02-12,136.66,6.83,0.0,136.66,6.83
E1045,2025-02-26,146.73,7.34,0.0,146.73,7.34
E1045,2025-03-12,144.42,7.22,0.0,144.42,7.22
E1045,2025-03-26,197.94,9.9,0.0,197.94,9.9
E1045,2025-04-09,87.81,4.39,0.0,87.81,4.39
E1045,2025-04-23,63.31,3.17,0.0,63.31,3.17
E1045,2025-05-07,199.97,10.0,0.0,199.97,10.0
E1045,2025-05-21,212.02,10.6,0.0,212.02,10.6
E1045,2025-06-04,195.18,9.76,0.0,195.18,9.76
E1046,2025-01-01,185.71,9.29,0.0,185.71,9.29
E1046,2025-01-15,139.15,6.96,0.0,139.15,6.96
E1046,2025-01-29,55.66,2.78,0.0,55.66,2.78
E1046,2025-02-12,113.52,5.68,0.0,113.52,5.68
E1046,2025-02-26,86.76,4.34,0.0,86.76,4.34
E1046,2025-03-12,170.22,8.51,0.0,170.22,8.51
E1046,2025-03-26,129.26,6.46,0.0,129.26,6.46
E1046,2025-04-09,54.59,2.73,0.0,54.59,2.73
E1046,2025-04-23,79.63,3.98,0.0,79.63,3.98
E1046,2025-05-07,162.99,8.15,0.0,162.99,8.15
E1046,2025-05-21,53.7,2.69,0.0,53.7,2.69
E1046,2025-06-04,193.22,9.66,0.0,193.22,9.66
E1047,2025-01-01,129.13,6.46,0.0,129.13,6.46
E1047,2025-01-15,126.51,6.33,0.0,126.51,6.33
E1047,2025-01-29,146.63,7.33,0.0,146.63,7.33
E1047,2025-02-12,188.44,9.42,0.0,188.44,9.42
E1047,2025-02-26,162.04,8.1,0.0,162.04,8.1
E1047,2025-03-12,141.83,7.09,0.0,141.83,7.09
E1047,2025-03-26,88.07,4.4,0.0,88.07,4.4
E1047,2025-04-09,198.15,9.91,0.0,198.15,9.91
E1047,2025-04-23,158.52,7.93,0.0,158.52,7.93
E1047,2025-05-07,193.1,9.66,0.0,193.1,9.66
E1047,2025-05-21,196.11,9.81,0.0,196.11,9.81
E1047,2025-06-04,167.51,8.38,0.0,167.51,8.38
E1048,2025-01-01,165.54,8.28,0.0,165.54,8.28
E1048,2025-01-15,162.43,8.12,0.0,162.43,8.12
E1048,2025-01-29,175.49,8.77,0.0,175.49,8.77
E1048,2025-02-12,68.55,3.43,0.0,68.55,3.43
E1048,2025-02-26,196.93,9.85,0.0,196.93,9.85
E1048,2025-03-12,45.26,2.26,0.0,45.26,2.26
E1048,2025-03-26,188.65,9.43,0.0,188.65,9.43
E1048,2025-04-09,63.2,3.16,0.0,63.2,3.16
E1048,2025-04-23,173.83,8.69,0.0,173.83,8.69
E1048,2025-05-07,68.94,3.45,0.0,68.94,3.45
E1048,2025-05-21,187.23,9.36,0.0,187.23,9.36
E1048,2025-06-04,189.78,9.49,0.0,189.78,9.49
E1049,2025-01-01,131.34,6.57,0.0,131.34,6.57
E1049,2025-01-15,41.15,2.06,0.0,41.15,2.06
E1049,2025-01-29,91.67,4.58,0.0,91.67,4.58
E1049,2025-02-12,151.05,7.55,0.0,151.05,7.55
E1049,2025-02-26,153.73,7.69,0.0,153.73,7.69
E1049,2025-03-12,86.76,4.34,0.0,86.76,4.34
E1049,2025-03-26,154.12,7.71,0.0,154.12,7.71
E1049,2025-04-09,137.2,6.86,0.0,137.2,6.86
E1049,2025-04-23,180.37,9.02,0.0,180.37,9.02
E1049,2025-05-07,59.26,2.96,0.0,59.26,2.96
E1049,2025-05-21,176.99,8.85,0.0,176.99,8.85
E1049,2025-06-04,137.43,6.87,0.0,137.43,6.87
E1050,2025-01-01,213.34,10.67,0.0,213.34,10.67
E1050,2025-01-15,101.54,5.08,0.0,101.54,5.08
E1050,2025-01-29,153.87,7.69,0.0,153.87,7.69
E1050,2025-02-12,207.77,10.39,0.0,207.77,10.39
E1050,2025-02-26,58.45,2.92,0.0,58.45,2.92
E1050,2025-03-12,208.7,10.44,0.0,208.7,10.44
E1050,2025-03-26,163.82,8.19,0.0,163.82,8.19
E1050,2025-04-09,52.21,2.61,0.0,52.21,2.61
E1050,2025-04-23,94.17,4.71,0.0,94.17,4.71
E1050,2025-05-07,167.47,8.37,0.0,167.47,8.37
E1050,2025-05-21,52.12,2.61,0.0,52.12,2.61
E1050,2025-06-04,144.79,7.24,0.0,144.79,7.24
E1051,2025-01-01,151.76,7.59,0.0,151.76,7.59
E1051,2025-01-15,48.23,2.41,0.0,48.23,2.41
E1051,2025-01-29,196.88,9.84,0.0,196.88,9.84
E1051,2025-02-12,214.4,10.72,0.0,214.4,10.72
E1051,2025-02-26,174.94,8.75,0.0,174.94,8.75
E1051,2025-03-12,63.42,3.17,0.0,63.42,3.17
E1051,2025-03-26,44.43,2.22,0.0,44.43,2.22
E1051,2025-04-09,43.98,2.2,0.0,43.98,2.2
E1051,2025-04-23,98.25,4.91,0.0,98.25,4.91
E1051,2025-05-07,127.96,6.4,0.0,127.96,6.4
E1051,2025-05-21,162.99,8.15,0.0,162.99,8.15
E1051,2025-06-04,89.25,4.46,0.0,89.25,4.46
E1052,2025-01-01,219.48,10.97,0.0,219.48,10.97
E1052,2025-01-15,121.25,6.06,0.0,121.25,6.06
E1052,2025-01-29,69.45,3.47,0.0,69.45,3.47
E1052,2025-02-12,183.07,9.15,0.0,183.07,9.15
E1052,2025-02-26,164.86,8.24,0.0,164.86,8.24
E1052,2025-03-12,79.74,3.99,0.0,79.74,3.99
E1052,2025-03-26,54.83,2.74,0.0,54.83,2.74
E1052,2025-04-09,162.49,8.12,0.0,162.49,8.12
E1052,2025-04-23,157.81,7.89,0.0,157.81,7.89
E1052,2025-05-07,89.19,4.46,0.0,89.19,4.46
E1052,2025-05-21,67.19,3.36,0.0,67.19,3.36
E1052,2025-06-04,117.82,5.89,0.0,117.82,5.89
E1053,2025-01-01,209.85,10.49,0.0,209.85,10.49
E1053,2025-01-15,115.55,5.78,0.0,115.55,5.78
E1053,2025-01-29,154.93,7.75,0.0,154.93,7.75
E1053,2025-02-12,111.57,5.58,0.0,111.57,5.58
E1053,2025-02-26,89.36,4.47,0.0,89.36,4.47
E1053,2025-03-12,217.12,10.86,0.0,217.12,10.86
E1053,2025-03-26,113.68,5.68,0.0,113.68,5.68
E1053,2025-04-09,200.94,10.05,0.0,200.94,10.05
E1053,2025-04-23,81.39,4.07,0.0,81.39,4.07
E1053,2025-05-07,78.36,3.92,0.0,78.36,3.92
E1053,2025-05-21,45.6,2.28,0.0,45.6,2.28
E1053,2025-06-04,157.3,7.87,0.0,157.3,7.87
E1054,2025-01-01,195.58,9.78,0.0,195.58,9.78
E1054,2025-01-15,125.18,6.26,0.0,125.18,6.26
E1054,2025-01-29,214.27,10.71,0.0,214.27,10.71
E1054,2025-02-12,73.39,3.67,0.0,73.39,3.67
E1054,2025-02-26,196.35,9.82,0.0,196.35,9.82
E1054,2025-03-12,178.77,8.94,0.0,178.77,8.94
E1054,2025-03-26,192.06,9.6,0.0,192.06,9.6
E1054,2025-04-09,176.98,8.85,0.0,176.98,8.85
E1054,2025-04-23,152.72,7.64,0.0,152.72,7.64
E1054,2025-05-07,63.62,3.18,0.0,63.62,3.18
E1054,2025-05-21,45.85,2.29,0.0,45.85,2.29
E1054,2025-06-04,205.75,10.29,0.0,205.75,10.29
E1055,2025-01-01,151.0,7.55,0.0,151.0,7.55
E1055,2025-01-15,126.67,6.33,0.0,126.67,6.33
E1055,2025-01-29,61.12,3.06,0.0,61.12,3.06
E1055,2025-02-12,62.53,3.13,0.0,62.53,3.13
E1055,2025-02-26,163.4,8.17,0.0,163.4,8.17
E1055,2025-03-12,117.46,5.87,0.0,117.46,5.87
E1055,2025-03-26,76.09,3.8,0.0,76.09,3.8
E1055,2025-04-09,128.49,6.42,0.0,128.49,6.42
E1055,2025-04-23,51.56,2.58,0.0,51.56,2.58
E1055,2025-05-07,144.75,7.24,0.0,144.75,7.24
E1055,2025-05-21,88.42,4.42,0.0,88.42,4.42
E1055,2025-06-04,183.56,9.18,0.0,183.56,9.18
E1056,2025-01-01,95.87,4.79,0.0,95.87,4.79
E1056,2025-01-15,121.94,6.1,0.0,121.94,6.1
E1056,2025-01-29,42.09,2.1,0.0,42.09,2.1
E1056,2025-02-12,53.04,2.65,0.0,53.04,2.65
E1056,2025-02-26,110.65,5.53,0.0,110.65,5.53
E1056,2025-03-12,126.39,6.32,0.0,126.39,6.32
E1056,2025-03-26,92.5,4.62,0.0,92.5,4.62
E1056,2025-04-09,165.1,8.26,0.0,165.1,8.26
E1056,2025-04-23,194.82,9.74,0.0,194.82,9.74
E1056,2025-05-07,47.13,2.36,0.0,47.13,2.36
E1056,2025-05-21,126.49,6.32,0.0,126.49,6.32
E1056,2025-06-04,58.89,2.94,0.0,58.89,2.94
E1057,2025-01-01,83.57,4.18,0.0,83.57,4.18
E1057,2025-01-15,217.6,10.88,0.0,217.6,10.88
E1057,2025-01-29,129.8,6.49,0.0,129.8,6.49
E1057,2025-02-12,151.27,7.56,0.0,151.27,7.56
E1057,2025-02-26,166.44,8.32,0.0,166.44,8.32
E1057,2025-03-12,140.74,7.04,0.0,140.74,7.04
E1057,2025-03-26,41.76,2.09,0.0,41.76,2.09
E1057,2025-04-09,98.76,4.94,0.0,98.76,4.94
E1057,2025-04-23,55.82,2.79,0.0,55.82,2.79
E1057,2025-05-07,103.11,5.16,0.0,103.11,5.16
E1057,2025-05-21,54.14,2.71,0.0,54.14,2.71
E1057,2025-06-04,111.45,5.57,0.0,111.45,5.57
E1058,2025-01-01,63.89,3.19,0.0,63.89,3.19
E1058,2025-01-15,142.16,7.11,0.0,142.16,7.11
E1058,2025-01-29,164.1,8.21,0.0,164.1,8.21
E1058,2025-02-12,184.11,9.21,0.0,184.11,9.21
E1058,2025-02-26,76.03,3.8,0.0,76.03,3.8
E1058,2025-03-12,70.15,3.51,0.0,70.15,3.51
E1058,2025-03-26,58.82,2.94,0.0,58.82,2.94
E1058,2025-04-09,154.56,7.73,0.0,154.56,7.73
E1058,2025-04-23,45.69,2.28,0.0,45.69,2.28
E1058,2025-05-07,49.35,2.47,0.0,49.35,2.47
E1058,2025-05-21,167.63,8.38,0.0,167.63,8.38
E1058,2025-06-04,196.77,9.84,0.0,196.77,9.84
E1059,2025-01-01,168.54,8.43,0.0,168.54,8.43
E1059,2025-01-15,184.31,9.22,0.0,184.31,9.22
E1059,2025-01-29,101.1,5.05,0.0,101.1,5.05
E1059,2025-02-12,186.67,9.33,0.0,186.67,9.33
E1059,2025-02-26,54.42,2.72,0.0,54.42,2.72
E1059,2025-03-12,201.07,10.05,0.0,201.07,10.05
E1059,2025-03-26,138.57,6.93,0.0,138.57,6.93
E1059,2025-04-09,187.11,9.36,0.0,187.11,9.36
E1059,2025-04-23,121.42,6.07,0.0,121.42,6.07
E1059,2025-05-07,155.84,7.79,0.0,155.84,7.79
E1059,2025-05-21,134.75,6.74,0.0,134.75,6.74
E1059,2025-06-04,54.69,2.73,0.0,54.69,2.73
E1060,2025-01-01,50.86,2.54,0.0,50.86,2.54
E1060,2025-01-15,84.48,4.22,0.0,84.48,4.22
E1060,2025-01-29,68.72,3.44,0.0,68.72,3.44
E1060,2025-02-12,196.92,9.85,0.0,196.92,9.85
E1060,2025-02-26,79.46,3.97,0.0,79.46,3.97
E1060,2025-03-12,215.66,10.78,0.0,215.66,10.78
E1060,2025-03-26,100.64,5.03,0.0,100.64,5.03
E1060,2025-04-09,72.78,3.64,0.0,72.78,3.64
E1060,2025-04-23,182.15,9.11,0.0,182.15,9.11
E1060,2025-05-07,158.57,7.93,0.0,158.57,7.93
E1060,2025-05-21,129.68,6.48,0.0,129.68,6.48
E1060,2025-06-04,169.46,8.47,0.0,169.46,8.47
E1061,2025-01-01,81.12,4.06,0.0,81.12,4.06
E1061,2025-01-15,215.46,10.77,0.0,215.46,10.77
E1061,2025-01-29,157.06,7.85,0.0,157.06,7.85
E1061,2025-02-12,75.92,3.8,0.0,75.92,3.8
E1061,2025-02-26,162.44,8.12,0.0,162.44,8.12
E1061,2025-03-12,53.0,2.65,0.0,53.0,2.65
E1061,2025-03-26,45.52,2.28,0.0,45.52,2.28
E1061,2025-04-09,86.38,4.32,0.0,86.38,4.32
E1061,2025-04-23,123.27,6.16,0.0,123.27,6.16
E1061,2025-05-07,196.29,9.81,0.0,196.29,9.81
E1061,2025-05-21,170.89,8.54,0.0,170.89,8.54
E1061,2025-06-04,173.69,8.68,0.0,173.69,8.68
E1062,2025-01-01,116.59,5.83,0.0,116.59,5.83
E1062,2025-01-15,102.27,5.11,0.0,102.27,5.11
E1062,2025-01-29,106.79,5.34,0.0,106.79,5.34
E1062,2025-02-12,217.78,10.89,0.0,217.78,10.89
E1062,2025-02-26,47.22,2.36,0.0,47.22,2.36
E1062,2025-03-12,144.16,7.21,0.0,144.16,7.21
E1062,2025-03-26,118.95,5.95,0.0,118.95,5.95
E1062,2025-04-09,170.55,8.53,0.0,170.55,8.53
E1062,2025-04-23,197.22,9.86,0.0,197.22,9.86
E1062,2025-05-07,202.13,10.11,0.0,202.13,10.11
E1062,2025-05-21,115.91,5.8,0.0,115.91,5.8
E1062,2025-06-04,89.83,4.49,0.0,89.83,4.49
E1063,2025-01-01,146.62,7.33,0.0,146.62,7.33
E1063,2025-01-15,204.23,10.21,0.0,204.23,10.21
E1063,2025-01-29,77.92,3.9,0.0,77.92,3.9
E1063,2025-02-12,152.13,7.61,0.0,152.13,7.61
E1063,2025-02-26,153.68,7.68,0.0,153.68,7.68
E1063,2025-03-12,171.96,8.6,0.0,171.96,8.6
E1063,2025-03-26,63.68,3.18,0.0,63.68,3.18
E1063,2025-04-09,168.85,8.44,0.0,168.85,8.44
E1063,2025-04-23,203.63,10.18,0.0,203.63,10.18
E1063,2025-05-07,72.34,3.62,0.0,72.34,3.62
E1063,2025-05-21,82.76,4.14,0.0,82.76,4.14
E1063,2025-06-04,214.85,10.74,0.0,214.85,10.74
E1064,2025-01-01,193.79,9.69,0.0,193.79,9.69
E1064,2025-01-15,128.61,6.43,0.0,128.61,6.43
E1064,2025-01-29,84.5,4.23,0.0,84.5,4.23
E1064,2025-02-12,196.73,9.84,0.0,196.73,9.84
E1064,2025-02-26,120.15,6.01,0.0,120.15,6.01
E1064,2025-03-12,132.67,6.63,0.0,132.67,6.63
E1064,2025-03-26,104.66,5.23,0.0,104.66,5.23
E1064,2025-04-09,146.73,7.34,0.0,146.73,7.34
E1064,2025-04-23,69.43,3.47,0.0,69.43,3.47
E1064,2025-05-07,110.39,5.52,0.0,110.39,5.52
E1064,2025-05-21,214.49,10.72,0.0,214.49,10.72
E1064,2025-06-04,86.46,4.32,0.0,86.46,4.32
E1065,2025-01-01,158.21,7.91,0.0,158.21,7.91
E1065,2025-01-15,98.53,4.93,0.0,98.53,4.93
E1065,2025-01-29,179.23,8.96,0.0,179.23,8.96
E1065,2025-02-12,63.56,3.18,0.0,63.56,3.18
E1065,2025-02-26,214.57,10.73,0.0,214.57,10.73
E1065,2025-03-12,121.68,6.08,0.0,121.68,6.08
E1065,2025-03-26,82.49,4.12,0.0,82.49,4.12
E1065,2025-04-09,53.23,2.66,0.0,53.23,2.66
E1065,2025-04-23,70.56,3.53,0.0,70.56,3.53
E1065,2025-05-07,133.56,6.68,0.0,133.56,6.68
E1065,2025-05-21,100.66,5.03,0.0,100.66,5.03
E1065,2025-06-04,189.2,9.46,0.0,189.2,9.46
E1066,2025-01-01,117.56,5.88,0.0,117.56,5.88
E1066,2025-01-15,84.77,4.24,0.0,84.77,4.24
E1066,2025-01-29,151.09,7.55,0.0,151.09,7.55
E1066,2025-02-12,167.22,8.36,0.0,167.22,8.36
E1066,2025-02-26,70.07,3.5,0.0,70.07,3.5
E1066,2025-03-12,70.17,3.51,0.0,70.17,3.51
E1066,2025-03-26,46.6,2.33,0.0,46.6,2.33
E1066,2025-04-09,172.55,8.63,0.0,172.55,8.63
E1066,2025-04-23,159.48,7.97,0.0,159.48,7.97
E1066,2025-05-07,125.43,6.27,0.0,125.43,6.27
E1066,2025-05-21,191.95,9.6,0.0,191.95,9.6
E1066,2025-06-04,185.02,9.25,0.0,185.02,9.25
E1067,2025-01-01,196.29,9.81,0.0,196.29,9.81
E1067,2025-01-15,77.05,3.85,0.0,77.05,3.85
E1067,2025-01-29,60.15,3.01,0.0,60.15,3.01
E1067,2025-02-12,88.55,4.43,0.0,88.55,4.43
E1067,2025-02-26,135.61,6.78,0.0,135.61,6.78
E1067,2025-03-12,208.59,10.43,0.0,208.59,10.43
E1067,2025-03-26,47.08,2.35,0.0,47.08,2.35
E1067,2025-04-09,61.98,3.1,0.0,61.98,3.1
E1067,2025-04-23,121.4,6.07,0.0,121.4,6.07
E1067,2025-05-07,208.1,10.41,0.0,208.1,10.41
E1067,2025-05-21,96.91,4.85,0.0,96.91,4.85
E1067,2025-06-04,131.3,6.57,0.0,131.3,6.57
E1068,2025-01-01,47.48,2.37,0.0,47.48,2.37
E1068,2025-01-15,66.7,3.34,0.0,66.7,3.34
E1068,2025-01-29,217.59,10.88,0.0,217.59,10.88
E1068,2025-02-12,213.72,10.69,0.0,213.72,10.69
E1068,2025-02-26,40.89,2.04,0.0,40.89,2.04
E1068,2025-03-12,211.33,10.57,0.0,211.33,10.57
E1068,2025-03-26,196.23,9.81,0.0,196.23,9.81
E1068,2025-04-09,121.85,6.09,0.0,121.85,6.09
E1068,2025-04-23,127.99,6.4,0.0,127.99,6.4
E1068,2025-05-07,160.04,8.0,0.0,160.04,8.0
E1068,2025-05-21,45.4,2.27,0.0,45.4,2.27
E1068,2025-06-04,95.43,4.77,0.0,95.43,4.77
E1069,2025-01-01,166.84,8.34,0.0,166.84,8.34
E1069,2025-01-15,76.33,3.82,0.0,76.33,3.82
E1069,2025-01-29,214.58,10.73,0.0,214.58,10.73
E1069,2025-02-12,56.9,2.85,0.0,56.9,2.85
E1069,2025-02-26,161.07,8.05,0.0,161.07,8.05
E1069,2025-03-12,196.27,9.81,0.0,196.27,9.81
E1069,2025-03-26,71.89,3.59,0.0,71.89,3.59
E1069,2025-04-09,164.67,8.23,0.0,164.67,8.23
E1069,2025-04-23,190.86,9.54,0.0,190.86,9.54
E1069,2025-05-07,210.03,10.5,0.0,210.03,10.5
E1069,2025-05-21,162.98,8.15,0.0,162.98,8.15
E1069,2025-06-04,129.49,6.47,0.0,129.49,6.47
E1070,2025-01-01,151.21,7.56,0.0,151.21,7.56
E1070,2025-01-15,196.4,9.82,0.0,196.4,9.82
E1070,2025-01-29,142.71,7.14,0.0,142.71,7.14
E1070,2025-02-12,45.47,2.27,0.0,45.47,2.27
E1070,2025-02-26,207.57,10.38,0.0,207.57,10.38
E1070,2025-03-12,164.11,8.21,0.0,164.11,8.21
E1070,2025-03-26,78.82,3.94,0.0,78.82,3.94
E1070,2025-04-09,158.6,7.93,0.0,158.6,7.93
E1070,2025-04-23,157.22,7.86,0.0,157.22,7.86
E1070,2025-05-07,59.19,2.96,0.0,59.19,2.96
E1070,2025-05-21,158.41,7.92,0.0,158.41,7.92
E1070,2025-06-04,219.89,10.99,0.0,219.89,10.99
E1071,2025-01-01,48.68,2.43,0.0,48.68,2.43
E1071,2025-01-15,215.89,10.79,0.0,215.89,10.79
E1071,2025-01-29,113.24,5.66,0.0,113.24,5.66
E1071,2025-02-12,196.74,9.84,0.0,196.74,9.84
E1071,2025-02-26,180.83,9.04,0.0,180.83,9.04
E1071,2025-03-12,142.06,7.1,0.0,142.06,7.1
E1071,2025-03-26,172.92,8.65,0.0,172.92,8.65
E1071,2025-04-09,198.13,9.91,0.0,198.13,9.91
E1071,2025-04-23,98.87,4.94,0.0,98.87,4.94
E1071,2025-05-07,160.17,8.01,0.0,160.17,8.01
E1071,2025-05-21,185.41,9.27,0.0,185.41,9.27
E1071,2025-06-04,177.21,8.86,0.0,177.21,8.86
E1072,2025-01-01,183.61,9.18,0.0,183.61,9.18
E1072,2025-01-15,118.4,5.92,0.0,118.4,5.92
E1072,2025-01-29,187.21,9.36,0.0,187.21,9.36
E1072,2025-02-12,61.64,3.08,0.0,61.64,3.08
E1072,2025-02-26,138.01,6.9,0.0,138.01,6.9
E1072,2025-03-12,41.04,2.05,0.0,41.04,2.05
E1072,2025-03-26,98.43,4.92,0.0,98.43,4.92
E1072,2025-04-09,105.96,5.3,0.0,105.96,5.3
E1072,2025-04-23,111.31,5.57,0.0,111.31,5.57
E1072,2025-05-07,165.18,8.26,0.0,165.18,8.26
E1072,2025-05-21,120.76,6.04,0.0,120.76,6.04
E1072,2025-06-04,82.76,4.14,0.0,82.76,4.14
E1073,2025-01-01,80.91,4.05,0.0,80.91,4.05
E1073,2025-01-15,53.18,2.66,0.0,53.18,2.66
E1073,2025-01-29,148.62,7.43,0.0,148.62,7.43
E1073,2025-02-12,160.28,8.01,0.0,160.28,8.01
E1073,2025-02-26,151.51,7.58,0.0,151.51,7.58
E1073,2025-03-12,108.36,5.42,0.0,108.36,5.42
E1073,2025-03-26,195.4,9.77,0.0,195.4,9.77
E1073,2025-04-09,133.43,6.67,0.0,133.43,6.67
E1073,2025-04-23,126.25,6.31,0.0,126.25,6.31
E1073,2025-05-07,44.62,2.23,0.0,44.62,2.23
E1073,2025-05-21,108.44,5.42,0.0,108.44,5.42
E1073,2025-06-04,111.79,5.59,0.0,111.79,5.59
E1074,2025-01-01,144.43,7.22,0.0,144.43,7.22
E1074,2025-01-15,136.05,6.8,0.0,136.05,6.8
E1074,2025-01-29,149.42,7.47,0.0,149.42,7.47
E1074,2025-02-12,177.68,8.88,0.0,177.68,8.88
E1074,2025-02-26,186.34,9.32,0.0,186.34,9.32
E1074,2025-03-12,169.26,8.46,0.0,169.26,8.46
E1074,2025-03-26,211.99,10.6,0.0,211.99,10.6
E1074,2025-04-09,43.28,2.16,0.0,43.28,2.16
E1074,2025-04-23,75.24,3.76,0.0,75.24,3.76
E1074,2025-05-07,41.36,2.07,0.0,41.36,2.07
